word,frequency,length,category,tag_detail
புதியராய்,8,5,NOUN,BASE_NOUN_CONSONANT_ய்
ட்ராயர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
சீதரன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
அனிவது,8,4,NOUN,BASE_NOUN_VOWEL_து
மனைவிமீது,8,5,NOUN,BASE_NOUN_VOWEL_து
போய்டுச்சி,8,5,NOUN,NOMINAL_SUFFIX_சி
குடிசெட்லு,8,5,NOUN,BASE_NOUN
போயிருன்னு,8,5,NOUN,BASE_NOUN
சுமுகமாய்,8,5,NOUN,BASE_NOUN_CONSONANT_ய்
அழாதீங்க,8,5,NOUN,BASE_NOUN
ஆலீம்,8,3,NOUN,BASE_NOUN_CONSONANT_ம்
போயிட்டாளா,8,5,NOUN,BASE_NOUN
பின்னாவது,8,5,NOUN,BASE_NOUN_VOWEL_து
வக்கின்றி,8,5,NOUN,BASE_NOUN
வீடாக்கி,8,4,NOUN,BASE_NOUN
சம்சு,8,3,NOUN,BASE_NOUN_VOWEL_சு
மால்புவா,8,4,NOUN,BASE_NOUN
சீர்கேட்டு,8,5,NOUN,NOMINAL_SUFFIX_டு
சாமான்னு,8,4,NOUN,BASE_NOUN
எலவு,8,3,NOUN,NOMINAL_SUFFIX_வு
அப்பன்னு,8,5,NOUN,BASE_NOUN
அந்திர,8,4,NOUN,BASE_NOUN
கல்வீடு,8,4,NOUN,NOMINAL_SUFFIX_டு
பாசிவ்,8,3,NOUN,BASE_NOUN
திட்டுவாளா,8,5,NOUN,BASE_NOUN
எற்க,8,3,NOUN,BASE_NOUN
பாடத்தில,8,5,NOUN,BASE_NOUN
ஆடியோவா,8,4,NOUN,BASE_NOUN
வேணுமின்னு,8,5,NOUN,BASE_NOUN
தீராப்பகை,8,5,NOUN,NOMINAL_SUFFIX_கை
சாதியில,8,4,NOUN,BASE_NOUN
ளடக்கி,8,4,NOUN,BASE_NOUN
கண்கொள்,8,4,NOUN,BASE_NOUN_CONSONANT_ள்
போகுதுடா,8,4,NOUN,BASE_NOUN
குற்றமாகி,8,5,NOUN,BASE_NOUN
ஓட்டன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
நடையாளர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
கர்ட்டன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
இடிச்சா,8,4,NOUN,BASE_NOUN
அரட்டல்,8,5,NOUN,BASE_NOUN_CONSONANT_ல்
பிராமனர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
தூண்டுமா,8,4,NOUN,BASE_NOUN
எச்சரிகை,8,5,NOUN,NOMINAL_SUFFIX_கை
விளைஞ்சு,8,4,NOUN,BASE_NOUN_VOWEL_சு
காரசாரம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
குருவன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
பூட்டால்,8,4,NOUN,BASE_NOUN_CONSONANT_ல்
அனலாகி,8,4,NOUN,BASE_NOUN
எத்தர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
கெஞ்சினா,8,4,NOUN,BASE_NOUN
லேப்டாப்ப,8,5,NOUN,BASE_NOUN
காலர்கள்,8,5,NOUN,BASE_NOUN_CONSONANT_ள்
பாரமாகி,8,4,NOUN,BASE_NOUN
கொடுமைன்னு,8,5,NOUN,BASE_NOUN
எத்தனாம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
வழிசல்,8,4,NOUN,BASE_NOUN_CONSONANT_ல்
ஆரேகான்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
தூணாய்,8,3,NOUN,BASE_NOUN_CONSONANT_ய்
மூடர்களா,8,5,NOUN,BASE_NOUN
வடைபோல்,8,4,NOUN,BASE_NOUN_CONSONANT_ல்
வரலாறுல,8,5,NOUN,BASE_NOUN
அல்குத்ரீ,8,5,NOUN,BASE_NOUN
புரோகி,8,3,NOUN,BASE_NOUN
சீரின்மை,8,4,NOUN,NOMINAL_SUFFIX_மை
ஈருள்ளி,8,4,NOUN,BASE_NOUN_VOWEL_ளி
விடறதை,8,4,NOUN,BASE_NOUN
தொலைஞ்சா,8,4,NOUN,BASE_NOUN
சமைச்சா,8,4,NOUN,BASE_NOUN
படும்னு,8,4,NOUN,BASE_NOUN
வரக,8,3,NOUN,BASE_NOUN
படுடா,8,3,NOUN,BASE_NOUN
உபதேசமா,8,5,NOUN,BASE_NOUN
உணவென,8,4,NOUN,BASE_NOUN
சிலைடு,8,3,NOUN,NOMINAL_SUFFIX_டு
பொழுத,8,3,NOUN,BASE_NOUN
செய்திரு,8,4,NOUN,BASE_NOUN
எங்கனு,8,4,NOUN,BASE_NOUN
பெண்களு,8,4,NOUN,BASE_NOUN
பரிசாம்,8,4,NOUN,BASE_NOUN_CONSONANT_ம்
நொள்ள,8,3,NOUN,BASE_NOUN
முந்தையர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
இலையில,8,4,NOUN,BASE_NOUN
புழுகி,8,3,NOUN,BASE_NOUN
வாத்தியர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
வெட்னரி,8,4,NOUN,BASE_NOUN_VOWEL_ரி
கிரானைடு,8,4,NOUN,NOMINAL_SUFFIX_டு
சத்துமா,8,4,NOUN,BASE_NOUN
நுழைவாசல்,8,5,NOUN,BASE_NOUN_CONSONANT_ல்
படுத்துக,8,5,NOUN,BASE_NOUN
தெரியறார்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
குடியில,8,4,NOUN,BASE_NOUN
இணைகோடு,8,4,NOUN,NOMINAL_SUFFIX_டு
கூப்பிடுது,8,5,NOUN,BASE_NOUN_VOWEL_து
திமுதிமு,8,4,NOUN,BASE_NOUN
இதெல்லா,8,4,NOUN,BASE_NOUN
சரக்கென,8,5,NOUN,BASE_NOUN
தராததன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
என்றிரு,8,4,NOUN,BASE_NOUN
படித்தோமா,8,5,NOUN,BASE_NOUN
கட்சிமாறி,8,5,NOUN,BASE_NOUN
கொண்டாடற,8,5,NOUN,BASE_NOUN
வருதுடி,8,4,NOUN,BASE_NOUN
காட்சிகள,8,5,NOUN,BASE_NOUN
தாத்தாமார்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
உலையில,8,4,NOUN,BASE_NOUN
இருக்குனா,8,5,NOUN,BASE_NOUN
விக்னோப,8,4,NOUN,BASE_NOUN
சொல்லரசு,8,5,NOUN,BASE_NOUN_VOWEL_சு
நைட்டுல,8,4,NOUN,BASE_NOUN
காடென,8,3,NOUN,BASE_NOUN
மாறிருச்சு,8,5,NOUN,BASE_NOUN_VOWEL_சு
காட்டறது,8,5,NOUN,BASE_NOUN_VOWEL_து
ரகுபாபு,8,4,NOUN,NOMINAL_SUFFIX_பு
வேலையில்ல,8,5,NOUN,BASE_NOUN
உண்டாகுது,8,5,NOUN,BASE_NOUN_VOWEL_து
வைக்கிறதை,8,5,NOUN,BASE_NOUN
தமிமூன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
இழுக்குமா,8,5,NOUN,BASE_NOUN
பாப்போம்னு,8,5,NOUN,BASE_NOUN
வையாளி,8,3,NOUN,BASE_NOUN_VOWEL_ளி
வாழறேன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
கெபாசிட்டி,8,5,NOUN,BASE_NOUN
தொலைஞ்சி,8,4,NOUN,NOMINAL_SUFFIX_சி
ருச்சிரா,8,4,NOUN,BASE_NOUN
கில்வா,8,3,NOUN,BASE_NOUN
நாமல்ல,8,4,NOUN,BASE_NOUN
காரரு,8,3,NOUN,BASE_NOUN
மகுடமாய்,8,5,NOUN,BASE_NOUN_CONSONANT_ய்
ஊக்கமாய்,8,5,NOUN,BASE_NOUN_CONSONANT_ய்
பதிபவர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
அண்டமாய்,8,5,NOUN,BASE_NOUN_CONSONANT_ய்
வெக்கற,8,4,NOUN,BASE_NOUN
அழறதை,8,4,NOUN,BASE_NOUN
கோப்தா,8,3,NOUN,BASE_NOUN
ப்ளாக்வெல்,8,5,NOUN,BASE_NOUN_CONSONANT_ல்
ரைஞர்,8,3,NOUN,BASE_NOUN_CONSONANT_ர்
காளிசரண்,8,5,NOUN,BASE_NOUN_CONSONANT_ண்
விடறாரு,8,4,NOUN,BASE_NOUN
பாக்கறாரு,8,5,NOUN,BASE_NOUN
போயிடறாரு,8,5,NOUN,BASE_NOUN
மங்கனீசு,8,5,NOUN,BASE_NOUN_VOWEL_சு
சீடராய்,8,4,NOUN,BASE_NOUN_CONSONANT_ய்
மறுமாதம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
கரும்பாய்,8,5,NOUN,BASE_NOUN_CONSONANT_ய்
சங்ககார,8,5,NOUN,BASE_NOUN
பிடிக்கும,8,5,NOUN,BASE_NOUN
இமாமிடம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
புரியமால்,8,5,NOUN,BASE_NOUN_CONSONANT_ல்
பெஞ்சில,8,4,NOUN,BASE_NOUN
சாதனைகளா,8,5,NOUN,BASE_NOUN
வீராவேசம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
சாந்தாபாய்,8,5,NOUN,BASE_NOUN_CONSONANT_ய்
குன்னுர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
செல்லம்ல,8,5,NOUN,BASE_NOUN
பப்பைன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
சமர்ப்பி,8,5,NOUN,BASE_NOUN
பார்ம்ல,8,4,NOUN,BASE_NOUN
திதியானது,8,5,NOUN,BASE_NOUN_VOWEL_து
ஆத்தீ,8,3,NOUN,BASE_NOUN
புடிடா,8,3,NOUN,BASE_NOUN
டயோசீசன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
தூக்கிவீசி,8,5,NOUN,NOMINAL_SUFFIX_சி
ஆன்னு,8,3,NOUN,BASE_NOUN
வித்தாவது,8,5,NOUN,BASE_NOUN_VOWEL_து
போடுப்பா,8,4,NOUN,BASE_NOUN
அழிச்சா,8,4,NOUN,BASE_NOUN
பதுங்கல்,8,5,NOUN,BASE_NOUN_CONSONANT_ல்
போடின்னு,8,4,NOUN,BASE_NOUN
தனக்கேன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
சீரணம்,8,4,NOUN,BASE_NOUN_CONSONANT_ம்
ரெபர்,8,3,NOUN,BASE_NOUN_CONSONANT_ர்
யாருல,8,3,NOUN,BASE_NOUN
பெர்பார்ம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
தீர்வுன்னு,8,5,NOUN,BASE_NOUN
திறக்கல,8,5,NOUN,BASE_NOUN
சுழிவுகள்,8,5,NOUN,BASE_NOUN_CONSONANT_ள்
கப்புல,8,4,NOUN,BASE_NOUN
மணிசார்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
போன்போட்டு,8,5,NOUN,NOMINAL_SUFFIX_டு
அழகாவது,8,5,NOUN,BASE_NOUN_VOWEL_து
அவர்நாண,8,5,NOUN,BASE_NOUN
எக்சாம்ல,8,5,NOUN,BASE_NOUN
மூடல,8,3,NOUN,BASE_NOUN
செரின்னு,8,4,NOUN,BASE_NOUN
சசிக்கலா,8,5,NOUN,BASE_NOUN
ரயில,8,3,NOUN,BASE_NOUN
பறிபோகுமா,8,5,NOUN,BASE_NOUN
வெளியேர,8,4,NOUN,BASE_NOUN
எம்ப,8,3,NOUN,BASE_NOUN
குருவேர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
தமிழகமா,8,5,NOUN,BASE_NOUN
நோஞ்சானா,8,4,NOUN,BASE_NOUN
ராமபோசா,8,4,NOUN,BASE_NOUN
தூங்குறேன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
குளிச்சோம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
உடைக்காம,8,5,NOUN,BASE_NOUN
பிறப்புல,8,5,NOUN,BASE_NOUN
ஆளுகள,8,4,NOUN,BASE_NOUN
உழைச்சி,8,4,NOUN,NOMINAL_SUFFIX_சி
பிடாது,8,3,NOUN,BASE_NOUN_VOWEL_து
மின்நகர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
நீத்தோர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
கெழங்கு,8,4,NOUN,BASE_NOUN_VOWEL_கு
அறைஞ்ச,8,4,NOUN,BASE_NOUN
நெசர்கி,8,4,NOUN,BASE_NOUN
ஆகாதாம்,8,4,NOUN,BASE_NOUN_CONSONANT_ம்
நீராபானம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
கம்பனில,8,5,NOUN,BASE_NOUN
கார்ட்ல,8,4,NOUN,BASE_NOUN
போசகர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
இயேசுவா,8,4,NOUN,BASE_NOUN
சுழியோடி,8,4,NOUN,BASE_NOUN
மானவதி,8,4,NOUN,NOMINAL_SUFFIX_தி
மகமதலி,8,5,NOUN,BASE_NOUN_VOWEL_லி
நிறுவாகம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
பராயணம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
பெறலாமென,8,5,NOUN,BASE_NOUN
தாழ்வின்றி,8,5,NOUN,BASE_NOUN
தோதாத்ரி,8,4,NOUN,BASE_NOUN_VOWEL_ரி
போந்தா,8,3,NOUN,BASE_NOUN
மொனிட்டர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
பேர்னியர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
புவிநாள்,8,4,NOUN,BASE_NOUN_CONSONANT_ள்
குருபாய்,8,4,NOUN,BASE_NOUN_CONSONANT_ய்
அரூபி,8,3,NOUN,BASE_NOUN
பண்ணுமாறு,8,5,NOUN,BASE_NOUN_VOWEL_று
வாளென,8,3,NOUN,BASE_NOUN
இருகி,8,3,NOUN,BASE_NOUN
சலரோகம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
ஈக்வடோர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
கிறமர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
நாகாசாகி,8,4,NOUN,BASE_NOUN
தொழுதவர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
தமண,8,3,NOUN,BASE_NOUN
செந்தாழை,8,4,NOUN,BASE_NOUN
மடோன்னா,8,4,NOUN,BASE_NOUN
வழிபடாது,8,5,NOUN,BASE_NOUN_VOWEL_து
குளிகால,8,4,NOUN,BASE_NOUN
பருப்போடு,8,5,NOUN,NOMINAL_SUFFIX_டு
ரோசாலி,8,3,NOUN,NOMINAL_SUFFIX_சாலி
மதரா,8,3,NOUN,BASE_NOUN
கோசம்பரி,8,5,NOUN,BASE_NOUN_VOWEL_ரி
ன்னர்,8,3,NOUN,BASE_NOUN_CONSONANT_ர்
குழாயி,8,3,NOUN,BASE_NOUN
மென்குழல்,8,5,NOUN,BASE_NOUN_CONSONANT_ல்
கசூரினா,8,4,NOUN,BASE_NOUN
கோரல்ட்ரா,8,5,NOUN,BASE_NOUN
எல்லாம்ம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
ரத்தனா,8,4,NOUN,BASE_NOUN
கலகம,8,4,NOUN,BASE_NOUN
தருமிடம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
பொருட்கண்,8,5,NOUN,BASE_NOUN_CONSONANT_ண்
கதைப்பா,8,4,NOUN,BASE_NOUN
தேவநேயர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
வெர்னோன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
விண்சிமிழை,8,5,NOUN,BASE_NOUN
பூரக்களி,8,5,NOUN,BASE_NOUN_VOWEL_ளி
ரோசான்,8,3,NOUN,BASE_NOUN_CONSONANT_ன்
மோனியர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
அதுப்போல,8,5,NOUN,BASE_NOUN
நூலானா,8,3,NOUN,BASE_NOUN
வெண்டைகாய்,8,5,NOUN,BASE_NOUN_CONSONANT_ய்
தெவசம்,8,4,NOUN,BASE_NOUN_CONSONANT_ம்
பேய்லர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
விறைப்பது,8,5,NOUN,BASE_NOUN_VOWEL_து
அல்ட்ரான்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
ஆப்புரு,8,4,NOUN,BASE_NOUN
வெறுமொரு,8,4,NOUN,BASE_NOUN
காரனா,8,3,NOUN,BASE_NOUN
களவேள்வி,8,5,NOUN,BASE_NOUN
டூர்கள்,8,4,NOUN,BASE_NOUN_CONSONANT_ள்
டோர்னன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
காண்டாமணி,8,5,NOUN,BASE_NOUN
அச்சிடு,8,4,NOUN,NOMINAL_SUFFIX_டு
தகட,8,3,NOUN,BASE_NOUN
கோச்ரன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
ரெவரெண்டு,8,5,NOUN,NOMINAL_SUFFIX_டு
மாகந்துர,8,5,NOUN,BASE_NOUN
அதனாலேயெ,8,5,NOUN,BASE_NOUN
மாராடு,8,3,NOUN,NOMINAL_SUFFIX_டு
அடையுமுன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
ஒருவிரல்,8,5,NOUN,BASE_NOUN_CONSONANT_ல்
நோவாரா,8,3,NOUN,BASE_NOUN
ஏற்படும,8,5,NOUN,BASE_NOUN
டெலிகோம்,8,4,NOUN,BASE_NOUN_CONSONANT_ம்
புனிதநாள்,8,5,NOUN,BASE_NOUN_CONSONANT_ள்
இம்றான்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
லியரி,8,3,NOUN,BASE_NOUN_VOWEL_ரி
தாய்தமிழ்,8,5,NOUN,BASE_NOUN_CONSONANT_ழ்
மகிபாலா,8,4,NOUN,BASE_NOUN
குழியம்,8,4,NOUN,BASE_NOUN_CONSONANT_ம்
விசவாயு,8,4,NOUN,BASE_NOUN
ரசிகையாம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
உரியதென,8,5,NOUN,BASE_NOUN
பௌசுல்,8,3,NOUN,BASE_NOUN_CONSONANT_ல்
ருவிற்றர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
தபோலோகம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
யமானி,8,3,NOUN,BASE_NOUN
தொடுதிறன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
தேவைபடாது,8,5,NOUN,BASE_NOUN_VOWEL_து
சக்கிரம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
மாகதம்,8,4,NOUN,BASE_NOUN_CONSONANT_ம்
நாற்கவி,8,4,NOUN,BASE_NOUN
கிட்டுமாம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
தாய்த்திரு,8,5,NOUN,BASE_NOUN
பாலுள்ள,8,4,NOUN,BASE_NOUN
துளிமம்,8,4,NOUN,BASE_NOUN_CONSONANT_ம்
கலையருவி,8,5,NOUN,BASE_NOUN
நளகிரி,8,4,NOUN,BASE_NOUN_VOWEL_ரி
முனையூர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
டோகோமா,8,3,NOUN,BASE_NOUN
இடர்கால,8,5,NOUN,BASE_NOUN
நிகரமை,8,4,NOUN,NOMINAL_SUFFIX_மை
நிராயுத,8,4,NOUN,BASE_NOUN
இளைஞனது,8,5,NOUN,BASE_NOUN_VOWEL_து
நிரலொன்று,8,5,NOUN,BASE_NOUN_VOWEL_று
இருமுவது,8,5,NOUN,BASE_NOUN_VOWEL_து
அவுட்சைடு,8,5,NOUN,NOMINAL_SUFFIX_டு
நன்னனது,8,5,NOUN,BASE_NOUN_VOWEL_து
பொற்றாளம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
பூப்பூ,8,3,NOUN,BASE_NOUN
விசுக்கென,8,5,NOUN,BASE_NOUN
பெட்டைகள்,8,5,NOUN,BASE_NOUN_CONSONANT_ள்
நூல்கள,8,4,NOUN,BASE_NOUN
தொடுகைகள்,8,5,NOUN,BASE_NOUN_CONSONANT_ள்
அதிகாம,8,4,NOUN,BASE_NOUN
பக்கஎண்,8,5,NOUN,BASE_NOUN_CONSONANT_ண்
இறையன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
இளைத்தல்,8,5,NOUN,NOMINAL_SUFFIX_த்தல்
எவரென,8,4,NOUN,BASE_NOUN
தன்மனைவி,8,5,NOUN,BASE_NOUN
கேளூங்கள்,8,5,NOUN,BASE_NOUN_CONSONANT_ள்
பொருந்துது,8,5,NOUN,BASE_NOUN_VOWEL_து
சடோல்கர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
மெய்நெறி,8,4,NOUN,BASE_NOUN
பீற்றி,8,3,NOUN,BASE_NOUN
மிச்சமீதி,8,5,NOUN,NOMINAL_SUFFIX_தி
அஈதம,8,4,NOUN,BASE_NOUN
இவிய்ங்க,8,5,NOUN,BASE_NOUN
கொள்ளுவர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
ராவுல,8,3,NOUN,BASE_NOUN
சிறீமா,8,3,NOUN,BASE_NOUN
வைச்சவன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
போறதுனு,8,4,NOUN,BASE_NOUN
அவைங்க,8,4,NOUN,BASE_NOUN
அலகீடு,8,4,NOUN,NOMINAL_SUFFIX_டு
ஆகிருச்சி,8,5,NOUN,NOMINAL_SUFFIX_சி
தற்சயம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
ரைவல்ரி,8,4,NOUN,BASE_NOUN_VOWEL_ரி
செடியூல்டு,8,5,NOUN,NOMINAL_SUFFIX_டு
றொகிஞ்ஞா,8,4,NOUN,BASE_NOUN
அவ்வீதி,8,4,NOUN,NOMINAL_SUFFIX_தி
நீத்தாரது,8,5,NOUN,BASE_NOUN_VOWEL_து
கிரீசு,8,3,NOUN,BASE_NOUN_VOWEL_சு
இன்ரர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
அதாள,8,3,NOUN,BASE_NOUN
படங,8,3,NOUN,BASE_NOUN
தீக்கல்,8,4,NOUN,BASE_NOUN_CONSONANT_ல்
லறீனா,8,3,NOUN,BASE_NOUN
வீசுமென,8,4,NOUN,BASE_NOUN
வேலைகாரி,8,4,NOUN,NOMINAL_SUFFIX_காரி
தரீங்க,8,4,NOUN,BASE_NOUN
செயுங்கள்,8,5,NOUN,BASE_NOUN_CONSONANT_ள்
லங்டா,8,3,NOUN,BASE_NOUN
பாவீச்சு,8,4,NOUN,BASE_NOUN_VOWEL_சு
உலுல்,8,3,NOUN,BASE_NOUN_CONSONANT_ல்
ஆஆஆஅ,8,4,NOUN,BASE_NOUN
எள்தீபம்,8,5,NOUN,BASE_NOUN_CONSONANT_ம்
சொடுகு,8,3,NOUN,BASE_NOUN_VOWEL_கு
ஆகும்ல,8,4,NOUN,BASE_NOUN
போண்ணு,8,3,NOUN,BASE_NOUN
சீலாவதி,8,4,NOUN,NOMINAL_SUFFIX_தி
கிபீர்,8,3,NOUN,BASE_NOUN_CONSONANT_ர்
போனோரது,8,4,NOUN,BASE_NOUN_VOWEL_து
உங்கமேல,8,5,NOUN,BASE_NOUN
அழகென,8,4,NOUN,BASE_NOUN
தீயர்,8,3,NOUN,BASE_NOUN_CONSONANT_ர்
உவங்கள்,8,5,NOUN,BASE_NOUN_CONSONANT_ள்
செய்றவன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
குடுமிகள்,8,5,NOUN,BASE_NOUN_CONSONANT_ள்
சீனன்குடா,8,5,NOUN,BASE_NOUN
அரசனென,8,5,NOUN,BASE_NOUN
கொட்டுன,8,4,NOUN,BASE_NOUN
நீரடைப்பு,8,5,NOUN,NOMINAL_SUFFIX_பு
வீழ்க,8,3,NOUN,BASE_NOUN
ரோமக,8,3,NOUN,BASE_NOUN
விபீசணன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
சொறிஞ்சு,8,4,NOUN,BASE_NOUN_VOWEL_சு
சிவனேனு,8,4,NOUN,BASE_NOUN
கடைசீ,8,3,NOUN,BASE_NOUN
அவ்வீடு,8,4,NOUN,NOMINAL_SUFFIX_டு
தெரியலனு,8,5,NOUN,BASE_NOUN
தோழனோடு,8,4,NOUN,NOMINAL_SUFFIX_டு
நன்றீ,8,3,NOUN,BASE_NOUN
அவ்வினா,8,4,NOUN,BASE_NOUN
கங்காராம,8,5,NOUN,BASE_NOUN
சிவானந்தி,8,5,NOUN,NOMINAL_SUFFIX_தி
நார்சீவல்,8,5,NOUN,BASE_NOUN_CONSONANT_ல்
கடவுசொல்,8,5,NOUN,BASE_NOUN_CONSONANT_ல்
அங்கயன்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
தெய்வவாரி,8,5,NOUN,BASE_NOUN_VOWEL_ரி
கீழ்பிரிவு,8,5,NOUN,NOMINAL_SUFFIX_வு
உலூக்கான்,8,5,NOUN,BASE_NOUN_CONSONANT_ன்
தமிழனது,8,5,NOUN,BASE_NOUN_VOWEL_து
சேக்கனா,8,4,NOUN,BASE_NOUN
மீசைல,8,3,NOUN,BASE_NOUN
பொசசிவ்,8,4,NOUN,BASE_NOUN
சொல்றார்னா,8,5,NOUN,BASE_NOUN
கக்கூசை,8,4,NOUN,BASE_NOUN
ரீடர்ல,8,4,NOUN,BASE_NOUN
தேர்வுநவ,8,5,NOUN,BASE_NOUN
கழிச்சா,8,4,NOUN,BASE_NOUN
மிடில,8,3,NOUN,BASE_NOUN
சந்தைல,8,4,NOUN,BASE_NOUN
ரிசெர்வ்,8,4,NOUN,BASE_NOUN
கொப்பிகள்,8,5,NOUN,BASE_NOUN_CONSONANT_ள்
என்றிட்டு,8,5,NOUN,NOMINAL_SUFFIX_டு
சன்னிபீ,8,4,NOUN,BASE_NOUN
சிறிநிதி,8,4,NOUN,NOMINAL_SUFFIX_தி
கச்யபர்,8,5,NOUN,BASE_NOUN_CONSONANT_ர்
ஆதங்கமா,8,5,NOUN,BASE_NOUN
வோக்கி,8,3,NOUN,BASE_NOUN
தோனிச்சு,8,4,NOUN,BASE_NOUN_VOWEL_சு
பார்லரு,8,4,NOUN,BASE_NOUN
மலரிதழ்,8,5,NOUN,BASE_NOUN_CONSONANT_ழ்
நிமிழம்,8,4,NOUN,BASE_NOUN_CONSONANT_ம்
ஆறாயி,8,3,NOUN,BASE_NOUN
செய்யரது,8,5,NOUN,BASE_NOUN_VOWEL_து
பேசறிங்க,8,5,NOUN,BASE_NOUN
மாசமாச்சி,8,5,NOUN,NOMINAL_SUFFIX_சி
பனர,8,3,NOUN,BASE_NOUN
தெய்ப்பது,8,5,NOUN,BASE_NOUN_VOWEL_து
கோலேந்தி,8,4,NOUN,NOMINAL_SUFFIX_தி
கீர்த்திதை,8,5,NOUN,BASE_NOUN
நாறக்கூதி,8,5,NOUN,NOMINAL_SUFFIX_தி
நங்குன்னு,8,5,NOUN,BASE_NOUN
முக்கய,8,4,NOUN,BASE_NOUN
கரைத்தீவு,8,5,NOUN,NOMINAL_SUFFIX_வு
சலாகம,8,4,NOUN,BASE_NOUN
பர்மாவுல,8,5,NOUN,BASE_NOUN
முழிச்சா,8,4,NOUN,BASE_NOUN
தேடாதீங்க,8,5,NOUN,BASE_NOUN
கெமான்,8,3,NOUN,BASE_NOUN_CONSONANT_ன்
முதுசெவிலி,8,5,NOUN,BASE_NOUN_VOWEL_லி
என்னவழி,8,5,NOUN,BASE_NOUN_VOWEL_ழி
தழீஇ,8,3,NOUN,BASE_NOUN
டிரேமேன்,8,4,NOUN,BASE_NOUN_CONSONANT_ன்
சுனைநீர்,8,4,NOUN,BASE_NOUN_CONSONANT_ர்
